Group,,instance,neuron,electrodeNo,x,y,neuronConductionVel,totalAxonLen,longestBranchLen,longestDistFromInitSite,longestLat,amplitudeInitSite,totNoSpikes,neuronFiringRate,isiViolationRate,fisherProjectionDistance,silhouetteScore,spikesNoPerConfig_mean,completeness,date,wellplateID,wellNo,runID,assayTag,div,wellGroupName,wellGroupColor,Cell Type,Media Type,Plating Date,control
Group,Instance,Instance,,Electrode Number,x Position,y Position,Neuron Conduction Velocity,Total Axon Length, Longest Branch Length,Longest Distance From Initiation Site,Longest Latency,Amplitude at Initiation Site,Total Number of Spikes,Neuron Firing Rate,ISI Violation Rate,Fisher Projection Distance,Silhouette Score,Mean Number Spikes per Config,Footprint Completeness,Date,Wellplate ID,Well Number,Assay Run ID,Assay Tag,DIV,Well Group Name,Well Group Color,,,,Control
1,0,1,3,17012,1260,1347.5,0.3,112.2,112.2,117.4,0.5,1195.7,321,0.23,0,19.32,0.77,13,0.78,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,1,1,7,6884,1120,542.5,0.414,765.1,408.1,302.1,1,665.5,1936,1.4,0,11,0.7,84,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,2,1,12,24267,1172.5,1925,N/A,N/A,N/A,N/A,N/A,839.5,699,0.51,0,12.32,0.73,30,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,3,1,13,3746,105,297.5,0.327,94.7,94.7,89.2,0.35,792.4,575,0.42,0,6.9,0.66,25,0.96,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,4,1,17,24283,1452.5,1925,0.306,517,273.9,879.4,1.1,621.7,466,0.34,3.19,4.16,0.52,20,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,5,1,24,5086,455,402.5,N/A,N/A,N/A,N/A,N/A,732.5,975,0.7,0.36,18.17,0.78,42,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,6,1,30,5763,752.5,455,N/A,N/A,N/A,N/A,N/A,383.7,693,0.5,0,10.64,0.57,30,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,7,1,31,5805,1487.5,455,0.428,559.2,217.2,210.7,0.7,635.7,517,0.37,6.47,6.35,0.69,22,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,8,1,35,20106,1505,1592.5,0.378,169.9,169.9,141.1,0.45,549.6,4399,3.18,0,N/A,N/A,191,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,9,1,43,15700,1400,1242.5,0.25,94.7,94.7,102,0.5,1196.6,291,0.21,0,27.43,0.79,12,0.65,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,10,1,44,21444,1820,1697.5,0.55,137,137,144.3,0.25,394.2,342,0.25,0,8.77,0.67,14,0.61,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,11,1,46,3581,1067.5,280,0.395,201.9,201.9,112.1,0.5,248.5,647,0.47,0,3.81,0.46,28,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,12,1,47,471,542.5,35,N/A,N/A,N/A,N/A,N/A,550.8,793,0.57,0,12.24,0.54,34,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,13,1,49,3099,332.5,245,0.394,290.5,146.3,1106.9,4.2,685.4,842,0.61,0,3.89,0.7,36,0.83,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,14,1,50,23148,840,1837.5,0.369,428.5,291.5,416,1.25,220.9,1262,0.91,0,6.7,0.53,54,1,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,15,1,52,21344,70,1697.5,0.445,716.7,273.7,485.3,0.95,172,392,0.28,0,7.22,0.51,17,0.78,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,16,1,56,25085,87.5,1995,N/A,N/A,N/A,N/A,N/A,123.9,270,0.2,0,1.3,0.09,11,0.74,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,17,1,57,15718,1715,1242.5,N/A,N/A,N/A,N/A,N/A,195.5,244,0.18,5.81,4.31,0.61,10,0.87,5/23/2024,M05357,1,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,18,2,3,18199,2782.5,1435,0.377,1732.1,680.9,892.3,3,932.3,734,0.41,0,10.42,0.73,24,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,19,2,4,20271,542.5,1610,0.41,1096.6,345.2,645.4,2.75,770.9,498,0.28,0,11.92,0.74,16,0.97,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,20,2,12,4340,2800,332.5,0.366,1271.8,306.2,1492.5,2.3,678.7,1630,0.9,0,9.67,0.71,54,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,21,2,14,20964,1120,1662.5,0.358,302.8,158.6,211.5,0.7,441.6,1053,0.58,0,12.17,0.69,35,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,22,2,15,13839,3482.5,1085,0.513,348.1,228.6,250.6,0.6,543.3,438,0.24,0,8.27,0.73,14,0.83,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,23,2,17,8521,2817.5,665,0.392,507.1,278.1,235.4,0.8,504.2,520,0.29,0,9.55,0.6,17,0.87,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,24,2,18,10366,455,822.5,0.495,123.7,123.7,149.5,0.5,566.2,901,0.5,0,16.41,0.71,30,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,25,2,19,4264,1470,332.5,N/A,N/A,N/A,N/A,N/A,667.2,432,0.24,0,9.73,0.59,14,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,26,2,25,18535,962.5,1470,0.45,270.9,144.2,466,1.1,609.3,360,0.2,0,27.55,0.88,12,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,27,2,26,25394,1645,2012.5,0.442,221.4,221.4,141.1,0.45,529.8,358,0.2,0,31.08,0.82,11,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,28,2,29,8843,752.5,700,0.333,504.2,504.2,446.2,1.65,378.4,919,0.51,0,16.62,0.72,30,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,29,2,30,21856,1330,1732.5,0.388,115.1,115.1,310.1,1.1,432,816,0.45,195.11,3.92,0.5,27,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,30,2,31,22145,2537.5,1750,0.382,376.9,278,193.3,0.85,265.3,313,0.17,0,9.57,0.68,10,0.63,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,31,2,32,3549,507.5,280,0.4,445.9,214.2,188.5,0.6,376.4,1798,1,0,6.65,0.49,59,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,32,2,33,21301,3167.5,1680,0.452,1975.7,597.4,462,1.5,439,1863,1.03,0,6.37,0.45,62,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,33,2,34,21986,3605,1732.5,0.498,119.5,119.5,1122.2,3.35,374,1075,0.6,0,7.95,0.57,35,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,34,2,35,1606,1155,122.5,0.361,673.9,300,189.3,0.95,885.2,1018,0.56,0,15.73,0.75,33,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,35,2,37,20186,2905,1592.5,0.408,443.1,157.5,172.4,0.45,841.6,684,0.38,0,9.14,0.54,22,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,36,2,38,14334,595,1137.5,N/A,N/A,N/A,N/A,N/A,517.8,417,0.23,0,12.62,0.73,13,0.7,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,37,2,39,20614,2695,1627.5,0.364,504.7,259.5,2027.1,3.55,335,440,0.24,0,10,0.71,14,0.87,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,38,2,43,12752,3710,997.5,0.392,385.9,164.7,3281.7,1.8,264,787,0.44,0,N/A,N/A,26,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,39,2,44,19146,105,1522.5,0.352,443.9,193.6,141.1,0.7,619.2,805,0.45,0,12.21,0.66,26,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,40,2,46,22607,2922.5,1785,0.326,1022,481.8,498.1,2.2,353,399,0.22,0,15.44,0.63,13,0.73,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,41,2,49,23787,472.5,1890,0.451,91.7,91.7,112.1,0.25,373.3,395,0.22,0,6.97,0.67,13,0.9,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,42,2,51,6410,525,507.5,0.392,766.5,609,544.5,1.7,358.9,1069,0.59,0,9.25,0.59,35,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,43,2,53,9741,1067.5,770,0.425,1221,872.8,916,3.15,435.3,1565,0.87,0,7.44,0.45,52,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,44,2,54,8316,3080,647.5,0.402,276.8,276.8,172.4,1.05,714.3,1037,0.57,0,11.2,0.79,34,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,45,2,60,22272,910,1767.5,0.481,361.3,241.8,195.7,0.55,290,1478,0.82,1.24,6.86,0.65,49,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,46,2,61,4137,3097.5,315,0.475,164.6,164.6,175,0.35,466.8,1164,0.65,0,4.7,0.58,38,1,5/23/2024,M05357,2,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,47,3,1,15023,1102.5,1190,0.424,1046.5,390.5,820.3,2.1,4801.7,513,0.3,0,20.33,0.72,18,0.86,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,48,3,4,22376,2730,1767.5,0.403,1368,316.6,348.7,0.8,1555.1,761,0.45,0,10.69,0.73,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,49,3,6,20865,3237.5,1645,0.404,189.4,94.7,133.3,0.25,1747.7,1812,1.08,0,20.68,0.66,64,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,50,3,8,3631,1942.5,280,0.415,1540.2,315.9,258.4,1.15,730,538,0.32,0,15.17,0.69,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,51,3,9,24130,2625,1907.5,0.363,460.1,211.1,238,0.7,753.2,892,0.53,0,19.37,0.76,31,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,52,3,12,6040,1750,472.5,0.381,801.3,361.5,1893.3,2.75,635.4,401,0.24,0,16.92,0.7,14,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,53,3,14,16544,770,1312.5,0.411,882.6,415,321.3,1.25,624.7,701,0.42,0,7.07,0.47,25,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,54,3,16,17100,2800,1347.5,0.341,84.5,84.5,105,0.35,1016.6,501,0.3,0,18.43,0.76,17,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,55,3,18,17554,3045,1382.5,0.397,246.1,129.7,158.5,0.45,677.1,356,0.21,0,9.28,0.71,12,0.75,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,56,3,19,13807,2922.5,1085,0.456,836.7,411.3,557,1.3,556.1,926,0.55,0.49,13.68,0.68,33,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,57,3,25,24803,2852.5,1960,0.335,447,327.5,564.9,1.1,568.2,1032,0.61,0,15.68,0.71,36,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,58,3,26,22422,3535,1767.5,0.423,420.9,279.8,254.8,0.65,908.5,664,0.39,15.28,5.28,0.55,23,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,59,3,29,9781,1767.5,770,0.417,953,320.3,425.8,1.1,604,375,0.22,0,16.27,0.68,13,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,60,3,30,24490,1225,1942.5,0.378,385,200.6,150.5,0.55,440.1,502,0.3,0,10.89,0.65,17,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,61,3,31,16789,1207.5,1330,0.414,522.2,402.7,507.5,1.4,610.6,587,0.35,0,11.32,0.68,20,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,62,3,33,26013,927.5,2065,N/A,N/A,N/A,N/A,N/A,933.6,415,0.25,0,23.87,0.71,14,0.79,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,63,3,34,15332,2660,1207.5,0.38,899.4,413.1,409.7,0.9,570.1,614,0.36,0,8.65,0.67,21,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,64,3,35,23499,3132.5,1855,0.436,278.1,151.5,140,0.4,582.3,1270,0.75,0,8.65,0.57,45,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,65,3,41,21727,2922.5,1715,0.509,126.7,126.7,89.2,0.25,490.5,544,0.32,0,9.99,0.62,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,66,3,42,11726,1155,927.5,0.383,284,147,141.1,0.5,371.3,356,0.21,0,9.67,0.7,12,0.82,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,67,3,43,21998,3815,1732.5,0.377,368.7,231.7,230.2,0.65,298.6,633,0.38,1.05,6.74,0.65,22,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,68,3,44,1594,945,122.5,0.568,112.2,112.2,112.1,0.2,588.8,759,0.45,0,8.95,0.66,27,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,69,3,45,1901,2467.5,140,0.309,94.7,94.7,110.7,0.4,526.5,1223,0.73,0,17.68,0.67,43,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,70,3,46,6016,1330,472.5,0.436,604.6,235.9,180.2,0.6,413.1,1370,0.81,0.67,6.98,0.67,48,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,71,3,47,26095,2362.5,2065,N/A,N/A,N/A,N/A,N/A,810.7,497,0.3,1.7,22.2,0.68,17,0.93,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,72,3,49,9753,1277.5,770,0.402,167.6,167.6,117.4,0.85,366.1,288,0.17,0,14.89,0.72,10,0.64,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,73,3,55,1475,2712.5,105,N/A,N/A,N/A,N/A,N/A,532.1,1474,0.88,4.46,4.89,0.68,52,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,74,3,60,8445,1487.5,665,0.374,1954.9,632.4,786.1,2.7,439.7,524,0.31,0,4.48,0.65,18,0.68,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,75,3,61,23371,892.5,1855,0.522,147.2,147.2,284.9,0.55,315.4,915,0.54,0,3.84,0.6,32,1,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,76,3,63,5339,1032.5,420,0.544,137,137,708.7,0.25,351,539,0.32,0,12.2,0.46,19,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,77,3,64,15599,3482.5,1225,0.345,150.1,150.1,1449,0.75,459.7,405,0.24,0,9.72,0.65,14,0.96,5/23/2024,M05357,3,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,78,4,5,16540,700,1312.5,0.29,645.6,487.8,656,2.45,590.4,420,0.23,0,16.59,0.67,13,0.9,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,79,4,6,21028,2240,1662.5,0.42,1187,488.6,429,1.4,578.2,1468,0.79,0,11.75,0.62,47,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,80,4,8,22463,402.5,1785,N/A,N/A,N/A,N/A,N/A,458,381,0.2,0,11.65,0.59,12,0.74,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,81,4,9,17311,2642.5,1365,0.362,305.9,172,485.3,1.35,604.4,442,0.24,0,16.61,0.64,14,0.61,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,82,4,11,25223,2502.5,1995,0.408,122.8,122.8,72.2,0.45,399.3,789,0.42,0,20.84,0.61,25,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,83,4,12,11649,3657.5,910,0.43,266.7,172,165.1,0.4,641,686,0.37,0.99,8.91,0.72,22,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,84,4,13,22889,157.5,1820,0.257,170,170,309.6,0.65,506.2,583,0.31,0,18.26,0.73,18,0.94,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,85,4,14,13014,595,1032.5,0.442,295.5,183.3,133.3,0.5,444.2,1220,0.65,0,12.1,0.64,39,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,86,4,15,8417,997.5,665,0.309,301.9,157.8,487.5,1.4,811.5,461,0.25,0,17.41,0.71,14,0.81,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,87,4,23,11382,2835,892.5,0.401,807.6,297.8,495,1.65,544.1,649,0.35,0,11.15,0.62,20,0.97,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,88,4,25,16684,3220,1312.5,0.348,310.1,190.6,141.1,0.8,287.9,1674,0.9,0,5.56,0.51,54,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,89,4,26,20032,210,1592.5,0.432,2386.7,438.9,631.2,1.6,688.4,1961,1.05,0,12.37,0.63,63,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,90,4,28,20385,2537.5,1610,0.408,794.8,281.6,471.2,1.35,497.7,996,0.53,0,17.85,0.75,32,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,91,4,32,17512,2310,1382.5,0.339,102,102,89.2,0.6,229.9,674,0.36,0,16.43,0.68,21,0.94,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,92,4,35,6896,1330,542.5,0.299,403.8,234.8,423.3,1.95,317.4,393,0.21,0,14.88,0.67,12,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,93,4,36,10952,3010,857.5,0.38,234.5,139.8,141.1,0.6,542.2,529,0.28,0,12.93,0.61,17,0.87,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,94,4,38,18740,700,1487.5,0.408,378.9,105,614.5,1.45,305.5,347,0.19,0,10.86,0.7,11,0.68,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
1,95,4,39,15449,857.5,1225,0.397,2222.5,503.4,1242.9,3.85,277.1,920,0.49,0,13.87,0.66,29,1,5/23/2024,M05357,4,175,DOP W3 Organoids M05357,29,Default Group,#999999,Organoids,Diff Media,24.4.2024,0
